,analysisVersion,interfaceVersion,file,detectionType,cellType,sex,condition,sweep,sweepSpikeNumber,spikeNumber,include,userType,errors,dvdtThreshold,mvThreshold,medianFilter,halfHeights,thresholdPnt,thresholdSec,thresholdVal,thresholdVal_dvdt,dacCommand,peakPnt,peakSec,peakVal,peakHeight,timeToPeak_ms,preMinPnt,preMinVal,preLinearFitPnt0,preLinearFitPnt1,earlyDiastolicDuration_ms,preLinearFitVal0,preLinearFitVal1,earlyDiastolicDurationRate,lateDiastolicDuration,preSpike_dvdt_max_pnt,preSpike_dvdt_max_val,preSpike_dvdt_max_val2,postSpike_dvdt_min_pnt,postSpike_dvdt_min_val,postSpike_dvdt_min_val2,isi_pnts,isi_ms,spikeFreq_hz,cycleLength_pnts,cycleLength_ms,diastolicDuration_ms,widths,widths_10,widths_20,widths_50,widths_80,widths_90,myDateStr,fileIdx
67,20210803a,20210803a,220110n_0021.tif,mv,,,Control,0,7,7,True,0,"[{'Spike': 7, 'Seconds': 7.6782, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 7, 'Seconds': 7.6782, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.22,0,"[10, 20, 50, 80, 90]",1842,7.6781928,1.0674750751733921,-0.00019073331418908564,0.0,1899,7.9157915999999995,2.4454307722707096,1.3779556970973175,237.59879999999978,,,1841,1841,0.0,1.0649640316914648,1.0649640316914648,,,1854,1.4945075677717992,0.014369573705065001,1901,2.431786047057674,-0.002012214477230915,237.0,987.9108,1.0122371371990264,,,4.1684,"[{'halfHeight': 10, 'risingPnt': 1848, 'fallingPnt': 2054, 'widthPnts': 206, 'widthMs': 858.6904}, {'halfHeight': 20, 'risingPnt': 1852, 'fallingPnt': 2035, 'widthPnts': 183, 'widthMs': 762.8172}, {'halfHeight': 50, 'risingPnt': 1860, 'fallingPnt': 1996, 'widthPnts': 136, 'widthMs': 566.9024}, {'halfHeight': 80, 'risingPnt': 1872, 'fallingPnt': 1956, 'widthPnts': 84, 'widthMs': 350.1456}, {'halfHeight': 90, 'risingPnt': 1878, 'fallingPnt': 1937, 'widthPnts': 59, 'widthMs': 245.9356}]",858.6904,762.8172,566.9024,350.1456,245.9356,jan-12-2022,7
68,20210803a,20210803a,220110n_0021.tif,mv,,,Control,0,8,8,True,0,"[{'Spike': 8, 'Seconds': 8.6619, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 8, 'Seconds': 8.6619, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.22,0,"[10, 20, 50, 80, 90]",2078,8.6619352,1.072440776925385,-0.0006830008924967732,0.0,2139,8.9162076,2.4495983173726787,1.3771575404472938,254.2723999999996,,,2077,2077,0.0,1.0728349773508368,1.0728349773508368,,,2097,1.6983786357920416,0.01259227601036521,2143,2.436396075523112,-0.0010264994778455294,236.0,983.7424,1.0165262776108868,,,4.1684,"[{'halfHeight': 10, 'risingPnt': 2085, 'fallingPnt': 2297, 'widthPnts': 212, 'widthMs': 883.7008}, {'halfHeight': 20, 'risingPnt': 2089, 'fallingPnt': 2278, 'widthPnts': 189, 'widthMs': 787.8276}, {'halfHeight': 50, 'risingPnt': 2098, 'fallingPnt': 2237, 'widthPnts': 139, 'widthMs': 579.4076}, {'halfHeight': 80, 'risingPnt': 2110, 'fallingPnt': 2196, 'widthPnts': 86, 'widthMs': 358.4824}, {'halfHeight': 90, 'risingPnt': 2116, 'fallingPnt': 2176, 'widthPnts': 60, 'widthMs': 250.10399999999998}]",883.7008,787.8276,579.4076,358.4824,250.10399999999998,jan-12-2022,7
69,20210803a,20210803a,220110n_0021.tif,mv,,,Control,0,9,9,True,0,"[{'Spike': 9, 'Seconds': 9.6498, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 9, 'Seconds': 9.6498, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}, {'Spike': 9, 'Seconds': 9.6498, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:800.3328 searching for Vm:1.23 from peak sec 9.91'}, {'Spike': 9, 'Seconds': 9.6498, 'Type': 'Spike Width', 'Details': 'Half width 20 error in ""falling point"" with halfWidthWindow_ms:800.3328 searching for Vm:1.37 from peak sec 9.91'}]",0.0,1.22,0,"[10, 20, 50, 80, 90]",2315,9.649846,1.1024671423858874,-0.0014098101064030032,0.0,2378,9.9124552,2.4196293292392035,1.317162186853316,262.6092,,,2314,2314,0.0,1.1077695018837779,1.1077695018837779,,,2335,1.696600930769376,0.010900209205332667,2380,2.407629200264232,-0.0016622556576951278,237.0,987.9108,1.0122371371990264,,,4.1684,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 50, 'risingPnt': 2337, 'fallingPnt': 2479, 'widthPnts': 142, 'widthMs': 591.9128}, {'halfHeight': 80, 'risingPnt': 2351, 'fallingPnt': 2439, 'widthPnts': 88, 'widthMs': 366.81919999999997}, {'halfHeight': 90, 'risingPnt': 2359, 'fallingPnt': 2420, 'widthPnts': 61, 'widthMs': 254.2724}]",,,591.9128,366.81919999999997,254.2724,jan-12-2022,7
70,20210803a,20210803a,220110n_0022.tif,mv,,,Control,0,0,0,True,0,"[{'Spike': 0, 'Seconds': 0.4459, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 0, 'Seconds': 0.4459, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.38,0,"[10, 20, 50, 80, 90]",108,0.4458672,1.1455023508018929,-0.0010691755938014352,0.0,145,0.5986180000000001,2.3737179412170795,1.2282155904151866,152.75080000000008,,,107,107,0.0,1.1501090566134873,1.1501090566134873,,,114,1.5520766391840872,0.026289192565878895,149,2.364195847891766,-0.0017416993272091773,,,,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 112, 'fallingPnt': 310, 'widthPnts': 198, 'widthMs': 817.4232000000001}, {'halfHeight': 20, 'risingPnt': 113, 'fallingPnt': 285, 'widthPnts': 172, 'widthMs': 710.0848000000001}, {'halfHeight': 50, 'risingPnt': 117, 'fallingPnt': 239, 'widthPnts': 122, 'widthMs': 503.6648}, {'halfHeight': 80, 'risingPnt': 123, 'fallingPnt': 191, 'widthPnts': 68, 'widthMs': 280.7312}, {'halfHeight': 90, 'risingPnt': 128, 'fallingPnt': 172, 'widthPnts': 44, 'widthMs': 181.64960000000002}]",817.4232000000001,710.0848000000001,503.6648,280.7312,181.64960000000002,jan-12-2022,8
71,20210803a,20210803a,220110n_0022.tif,mv,,,Control,0,1,1,True,0,"[{'Spike': 1, 'Seconds': 1.4367, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 1, 'Seconds': 1.4367, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.38,0,"[10, 20, 50, 80, 90]",348,1.4366832000000003,1.1573994678224477,-0.0015415290413768803,0.0,370,1.527508,2.4268110769691607,1.269411609146713,90.82479999999981,,,347,347,0.0,1.1688190526116244,1.1688190526116244,,,354,1.6347983037718135,0.03198383069476241,374,2.4125231394263045,-0.0015707698726772786,240.0,990.816,1.0092691276685075,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 351, 'fallingPnt': 549, 'widthPnts': 198, 'widthMs': 817.4232000000001}, {'halfHeight': 20, 'risingPnt': 353, 'fallingPnt': 525, 'widthPnts': 172, 'widthMs': 710.0848000000001}, {'halfHeight': 50, 'risingPnt': 356, 'fallingPnt': 482, 'widthPnts': 126, 'widthMs': 520.1784}, {'halfHeight': 80, 'risingPnt': 360, 'fallingPnt': 446, 'widthPnts': 86, 'widthMs': 355.04240000000004}, {'halfHeight': 90, 'risingPnt': 363, 'fallingPnt': 413, 'widthPnts': 50, 'widthMs': 206.42000000000002}]",817.4232000000001,710.0848000000001,520.1784,355.04240000000004,206.42000000000002,jan-12-2022,8
72,20210803a,20210803a,220110n_0022.tif,mv,,,Control,0,2,2,True,0,"[{'Spike': 2, 'Seconds': 2.4234, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 2, 'Seconds': 2.4234, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.38,0,"[10, 20, 50, 80, 90]",587,2.4233708000000003,1.1224069215845498,-0.0011596660383336546,0.0,617,2.5472228,2.3784523087940337,1.2560453872094839,123.85199999999985,,,586,586,0.0,1.1212771559158528,1.1212771559158528,,,593,1.517664246046697,0.028115618878099866,619,2.355037666656524,-0.002530880275421131,239.0,986.6876000000001,1.0134920110478736,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 591, 'fallingPnt': 789, 'widthPnts': 198, 'widthMs': 817.4232000000001}, {'halfHeight': 20, 'risingPnt': 592, 'fallingPnt': 755, 'widthPnts': 163, 'widthMs': 672.9292}, {'halfHeight': 50, 'risingPnt': 596, 'fallingPnt': 717, 'widthPnts': 121, 'widthMs': 499.5364}, {'halfHeight': 80, 'risingPnt': 603, 'fallingPnt': 674, 'widthPnts': 71, 'widthMs': 293.1164}, {'halfHeight': 90, 'risingPnt': 606, 'fallingPnt': 645, 'widthPnts': 39, 'widthMs': 161.00760000000002}]",817.4232000000001,672.9292,499.5364,293.1164,161.00760000000002,jan-12-2022,8
73,20210803a,20210803a,220110n_0022.tif,mv,,,Control,0,3,3,True,0,"[{'Spike': 3, 'Seconds': 3.4101, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 3, 'Seconds': 3.4101, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.38,0,"[10, 20, 50, 80, 90]",826,3.4100584000000005,1.073554239283315,-0.0005392693424237626,0.0,851,3.5132684000000003,2.3829855301064113,1.3094312908230963,103.20999999999981,,,825,825,0.0,1.0756067736794432,1.0756067736794432,,,834,1.600652935518521,0.029142994206330396,853,2.376890646172135,-0.0015776468290139513,239.0,986.6876000000001,1.0134920110478736,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 831, 'fallingPnt': 1027, 'widthPnts': 196, 'widthMs': 809.1664000000001}, {'halfHeight': 20, 'risingPnt': 832, 'fallingPnt': 1003, 'widthPnts': 171, 'widthMs': 705.9564}, {'halfHeight': 50, 'risingPnt': 836, 'fallingPnt': 961, 'widthPnts': 125, 'widthMs': 516.0500000000001}, {'halfHeight': 80, 'risingPnt': 841, 'fallingPnt': 920, 'widthPnts': 79, 'widthMs': 326.14360000000005}, {'halfHeight': 90, 'risingPnt': 843, 'fallingPnt': 893, 'widthPnts': 50, 'widthMs': 206.42000000000002}]",809.1664000000001,705.9564,516.0500000000001,326.14360000000005,206.42000000000002,jan-12-2022,8
74,20210803a,20210803a,220110n_0022.tif,mv,,,Control,0,4,4,True,0,"[{'Spike': 4, 'Seconds': 4.4009, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 4, 'Seconds': 4.4009, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.38,0,"[10, 20, 50, 80, 90]",1066,4.4008744,1.057977046625212,-9.008715623078778e-05,0.0,1092,4.5082128,2.3155189199182766,1.2575418732930645,107.33839999999972,,,1065,1065,0.0,1.0554792757330307,1.0554792757330307,,,1073,1.4759753663108666,0.026404567842166698,1094,2.3004286205742543,-0.0013254223891116437,240.0,990.816,1.0092691276685075,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 1071, 'fallingPnt': 1268, 'widthPnts': 197, 'widthMs': 813.2948}, {'halfHeight': 20, 'risingPnt': 1072, 'fallingPnt': 1242, 'widthPnts': 170, 'widthMs': 701.8280000000001}, {'halfHeight': 50, 'risingPnt': 1076, 'fallingPnt': 1200, 'widthPnts': 124, 'widthMs': 511.9216}, {'halfHeight': 80, 'risingPnt': 1081, 'fallingPnt': 1161, 'widthPnts': 80, 'widthMs': 330.27200000000005}, {'halfHeight': 90, 'risingPnt': 1084, 'fallingPnt': 1138, 'widthPnts': 54, 'widthMs': 222.9336}]",813.2948,701.8280000000001,511.9216,330.27200000000005,222.9336,jan-12-2022,8
75,20210803a,20210803a,220110n_0022.tif,mv,,,Control,0,5,5,True,0,"[{'Spike': 5, 'Seconds': 5.3958, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 5, 'Seconds': 5.3958, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.627<=8'}]",0.0,1.38,0,"[10, 20, 50, 80, 90]",1307,5.3958188,1.0622231167256797,-0.0006206793216471836,0.0,1329,5.486643600000001,2.3076568975967744,1.2454337808710947,90.82480000000092,,,1304,1306,8.2568,1.0600215070875092,1.0647100053592193,0.6270728179117016,,1313,1.4824975836705268,0.029475573435382287,1330,2.296667805598394,-0.0018929130046601236,241.0,994.9444000000001,1.005081288964489,,,12.385200000000001,"[{'halfHeight': 10, 'risingPnt': 1311, 'fallingPnt': 1508, 'widthPnts': 197, 'widthMs': 813.2948}, {'halfHeight': 20, 'risingPnt': 1312, 'fallingPnt': 1483, 'widthPnts': 171, 'widthMs': 705.9564}, {'halfHeight': 50, 'risingPnt': 1315, 'fallingPnt': 1442, 'widthPnts': 127, 'widthMs': 524.3068000000001}, {'halfHeight': 80, 'risingPnt': 1321, 'fallingPnt': 1404, 'widthPnts': 83, 'widthMs': 342.65720000000005}, {'halfHeight': 90, 'risingPnt': 1324, 'fallingPnt': 1378, 'widthPnts': 54, 'widthMs': 222.9336}]",813.2948,705.9564,524.3068000000001,342.65720000000005,222.9336,jan-12-2022,8
76,20210803a,20210803a,220110n_0022.tif,mv,,,Control,0,6,6,True,0,"[{'Spike': 6, 'Seconds': 6.3825, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 6, 'Seconds': 6.3825, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.38,0,"[10, 20, 50, 80, 90]",1546,6.3825064000000005,1.047219290383125,-0.0011395364453449925,0.0,1580,6.5228720000000004,2.25046466074266,1.2032453703595352,140.36559999999997,,,1545,1545,0.0,1.0484087329540528,1.0484087329540528,,,1553,1.503765846557812,0.028572931615590474,1582,2.2472522881996517,-0.0010673956185273433,239.0,986.6876000000001,1.0134920110478736,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 1550, 'fallingPnt': 1750, 'widthPnts': 200, 'widthMs': 825.6800000000001}, {'halfHeight': 20, 'risingPnt': 1552, 'fallingPnt': 1727, 'widthPnts': 175, 'widthMs': 722.47}, {'halfHeight': 50, 'risingPnt': 1555, 'fallingPnt': 1683, 'widthPnts': 128, 'widthMs': 528.4352}, {'halfHeight': 80, 'risingPnt': 1560, 'fallingPnt': 1647, 'widthPnts': 87, 'widthMs': 359.17080000000004}, {'halfHeight': 90, 'risingPnt': 1563, 'fallingPnt': 1627, 'widthPnts': 64, 'widthMs': 264.2176}]",825.6800000000001,722.47,528.4352,359.17080000000004,264.2176,jan-12-2022,8
77,20210803a,20210803a,220110n_0022.tif,mv,,,Control,0,7,7,True,0,"[{'Spike': 7, 'Seconds': 7.3733, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 7, 'Seconds': 7.3733, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.38,0,"[10, 20, 50, 80, 90]",1786,7.373322400000001,1.010674559619565,-0.0002589021815358117,0.0,1819,7.5095596,2.2364830646312543,1.2258085050116894,136.23719999999918,,,1785,1785,0.0,1.0080037257109151,1.0080037257109151,,,1792,1.3302756136774772,0.025831002797805015,1821,2.23078298435997,-0.0010085236246789283,240.0,990.816,1.0092691276685075,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 1790, 'fallingPnt': 1998, 'widthPnts': 208, 'widthMs': 858.7072000000001}, {'halfHeight': 20, 'risingPnt': 1792, 'fallingPnt': 1980, 'widthPnts': 188, 'widthMs': 776.1392000000001}, {'halfHeight': 50, 'risingPnt': 1796, 'fallingPnt': 1927, 'widthPnts': 131, 'widthMs': 540.8204000000001}, {'halfHeight': 80, 'risingPnt': 1801, 'fallingPnt': 1887, 'widthPnts': 86, 'widthMs': 355.04240000000004}, {'halfHeight': 90, 'risingPnt': 1805, 'fallingPnt': 1870, 'widthPnts': 65, 'widthMs': 268.346}]",858.7072000000001,776.1392000000001,540.8204000000001,355.04240000000004,268.346,jan-12-2022,8
78,20210803a,20210803a,220110n_0022.tif,mv,,,Control,0,8,8,True,0,"[{'Spike': 8, 'Seconds': 8.3641, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 8, 'Seconds': 8.3641, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.38,0,"[10, 20, 50, 80, 90]",2026,8.3641384,1.0154763269919793,-0.0006957905530625036,0.0,2067,8.5334028,2.2097352919838698,1.1942589649918904,169.26439999999943,,,2025,2025,0.0,1.018065017399912,1.018065017399912,,,2034,1.5015929052354189,0.023699029719965216,2069,2.197444073381526,-0.0014846305687947214,240.0,990.816,1.0092691276685075,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 2030, 'fallingPnt': 2234, 'widthPnts': 204, 'widthMs': 842.1936000000001}, {'halfHeight': 20, 'risingPnt': 2032, 'fallingPnt': 2211, 'widthPnts': 179, 'widthMs': 738.9836}, {'halfHeight': 50, 'risingPnt': 2036, 'fallingPnt': 2166, 'widthPnts': 130, 'widthMs': 536.692}, {'halfHeight': 80, 'risingPnt': 2041, 'fallingPnt': 2130, 'widthPnts': 89, 'widthMs': 367.42760000000004}, {'halfHeight': 90, 'risingPnt': 2046, 'fallingPnt': 2111, 'widthPnts': 65, 'widthMs': 268.346}]",842.1936000000001,738.9836,536.692,367.42760000000004,268.346,jan-12-2022,8
79,20210803a,20210803a,220110n_0022.tif,mv,,,Control,0,9,9,True,0,"[{'Spike': 9, 'Seconds': 9.355, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 9, 'Seconds': 9.355, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.38,0,"[10, 20, 50, 80, 90]",2266,9.3549544,1.0074596127788134,-0.00013772214511839195,0.0,2306,9.5200904,2.2109470841397503,1.203487471360937,165.1360000000004,,,2265,2265,0.0,1.0090899623450442,1.0090899623450442,,,2275,1.5660127170308509,0.022234725529414683,2308,2.188423032007881,-0.0035463683165502485,240.0,990.816,1.0092691276685075,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 2270, 'fallingPnt': 2476, 'widthPnts': 206, 'widthMs': 850.4504000000001}, {'halfHeight': 20, 'risingPnt': 2272, 'fallingPnt': 2454, 'widthPnts': 182, 'widthMs': 751.3688000000001}, {'halfHeight': 50, 'risingPnt': 2276, 'fallingPnt': 2405, 'widthPnts': 129, 'widthMs': 532.5636000000001}, {'halfHeight': 80, 'risingPnt': 2283, 'fallingPnt': 2367, 'widthPnts': 84, 'widthMs': 346.78560000000004}, {'halfHeight': 90, 'risingPnt': 2287, 'fallingPnt': 2348, 'widthPnts': 61, 'widthMs': 251.8324}]",850.4504000000001,751.3688000000001,532.5636000000001,346.78560000000004,251.8324,jan-12-2022,8
80,20210803a,20210803a,220110n_0023.tif,mv,,,Control,0,0,0,True,0,"[{'Spike': 0, 'Seconds': 1.0073, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 0, 'Seconds': 1.0073, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.21,0,"[10, 20, 50, 80, 90]",244,1.0073296,1.0119808641088857,-2.2284827081082545e-05,0.0,281,1.1600804,2.1818746942322145,1.1698938301233288,152.75079999999997,,,243,243,0.0,1.014219753633312,1.014219753633312,,,251,1.3453396730201452,0.01952670682803395,285,2.1714065439782293,-0.0018758410483791957,,,,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 248, 'fallingPnt': 452, 'widthPnts': 204, 'widthMs': 842.1936000000001}, {'halfHeight': 20, 'risingPnt': 250, 'fallingPnt': 434, 'widthPnts': 184, 'widthMs': 759.6256000000001}, {'halfHeight': 50, 'risingPnt': 255, 'fallingPnt': 386, 'widthPnts': 131, 'widthMs': 540.8204000000001}, {'halfHeight': 80, 'risingPnt': 261, 'fallingPnt': 349, 'widthPnts': 88, 'widthMs': 363.29920000000004}, {'halfHeight': 90, 'risingPnt': 266, 'fallingPnt': 332, 'widthPnts': 66, 'widthMs': 272.4744}]",842.1936000000001,759.6256000000001,540.8204000000001,363.29920000000004,272.4744,jan-12-2022,9
81,20210803a,20210803a,220110n_0023.tif,mv,,,Control,0,1,1,True,0,"[{'Spike': 1, 'Seconds': 1.994, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 1, 'Seconds': 1.994, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.21,0,"[10, 20, 50, 80, 90]",483,1.9940172000000003,1.0109822052276853,-0.0005441181765359625,0.0,524,2.1632816000000004,2.1574479555848702,1.146465750357185,169.26440000000008,,,482,482,0.0,1.0118052529992623,1.0118052529992623,,,491,1.3605574770415543,0.021753674346452968,528,2.137562766063608,-0.0023271207986900666,239.0,986.6876000000001,1.0134920110478736,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 488, 'fallingPnt': 695, 'widthPnts': 207, 'widthMs': 854.5788000000001}, {'halfHeight': 20, 'risingPnt': 490, 'fallingPnt': 674, 'widthPnts': 184, 'widthMs': 759.6256000000001}, {'halfHeight': 50, 'risingPnt': 494, 'fallingPnt': 626, 'widthPnts': 132, 'widthMs': 544.9488}, {'halfHeight': 80, 'risingPnt': 501, 'fallingPnt': 587, 'widthPnts': 86, 'widthMs': 355.04240000000004}, {'halfHeight': 90, 'risingPnt': 506, 'fallingPnt': 568, 'widthPnts': 62, 'widthMs': 255.9608}]",854.5788000000001,759.6256000000001,544.9488,355.04240000000004,255.9608,jan-12-2022,9
82,20210803a,20210803a,220110n_0023.tif,mv,,,Control,0,2,2,True,0,"[{'Spike': 2, 'Seconds': 2.9848, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 2, 'Seconds': 2.9848, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.041<=8'}]",0.0,1.21,0,"[10, 20, 50, 80, 90]",723,2.9848332,1.0069956018118487,-0.0008379470621498986,0.0,762,3.1458408,2.1366731491465263,1.1296775473346776,161.00760000000002,,,719,721,8.2568,1.0127818844301213,1.0165605049032367,0.041151844407581684,,735,1.6192865540061963,0.016958986709152846,764,2.1172870456686232,-0.0020829537500315818,240.0,990.816,1.0092691276685075,,,16.5136,"[{'halfHeight': 10, 'risingPnt': 728, 'fallingPnt': 936, 'widthPnts': 208, 'widthMs': 858.7072000000001}, {'halfHeight': 20, 'risingPnt': 730, 'fallingPnt': 912, 'widthPnts': 182, 'widthMs': 751.3688000000001}, {'halfHeight': 50, 'risingPnt': 735, 'fallingPnt': 865, 'widthPnts': 130, 'widthMs': 536.692}, {'halfHeight': 80, 'risingPnt': 742, 'fallingPnt': 830, 'widthPnts': 88, 'widthMs': 363.29920000000004}, {'halfHeight': 90, 'risingPnt': 746, 'fallingPnt': 811, 'widthPnts': 65, 'widthMs': 268.346}]",858.7072000000001,751.3688000000001,536.692,363.29920000000004,268.346,jan-12-2022,9
83,20210803a,20210803a,220110n_0023.tif,mv,,,Control,0,3,3,True,0,"[{'Spike': 3, 'Seconds': 3.9798, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 3, 'Seconds': 3.9798, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - RankWarning'}]",0.0,1.21,0,"[10, 20, 50, 80, 90]",964,3.9797776000000002,1.004170611730286,-0.00016924811980568844,0.0,1000,4.128400000000001,2.1040382036309992,1.0998675919007133,148.6224000000007,,,962,963,4.1284,1.0025177010643755,1.004423501464034,,,970,1.2852296818067857,0.018478099549523362,1002,2.0899106975521526,-0.0019593440868963417,241.0,994.9444000000001,1.005081288964489,,,8.2568,"[{'halfHeight': 10, 'risingPnt': 968, 'fallingPnt': 1179, 'widthPnts': 211, 'widthMs': 871.0924000000001}, {'halfHeight': 20, 'risingPnt': 970, 'fallingPnt': 1156, 'widthPnts': 186, 'widthMs': 767.8824000000001}, {'halfHeight': 50, 'risingPnt': 974, 'fallingPnt': 1108, 'widthPnts': 134, 'widthMs': 553.2056}, {'halfHeight': 80, 'risingPnt': 981, 'fallingPnt': 1073, 'widthPnts': 92, 'widthMs': 379.81280000000004}, {'halfHeight': 90, 'risingPnt': 985, 'fallingPnt': 1053, 'widthPnts': 68, 'widthMs': 280.7312}]",871.0924000000001,767.8824000000001,553.2056,379.81280000000004,280.7312,jan-12-2022,9
84,20210803a,20210803a,220110n_0023.tif,mv,,,Control,0,4,4,True,0,"[{'Spike': 4, 'Seconds': 4.9665, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 4, 'Seconds': 4.9665, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.21,0,"[10, 20, 50, 80, 90]",1203,4.966465200000001,1.0224735974842454,-0.00023024987557221144,0.0,1241,5.1233444,2.0958621251986718,1.0733885277144264,156.87919999999878,,,1202,1202,0.0,1.0216094155788833,1.0216094155788833,,,1211,1.351249358039775,0.017124935775038198,1244,2.0826939693465505,-0.0013386460843080455,239.0,986.6876000000001,1.0134920110478736,,,4.1284,"[{'halfHeight': 10, 'risingPnt': 1208, 'fallingPnt': 1416, 'widthPnts': 208, 'widthMs': 858.7072000000001}, {'halfHeight': 20, 'risingPnt': 1210, 'fallingPnt': 1390, 'widthPnts': 180, 'widthMs': 743.1120000000001}, {'halfHeight': 50, 'risingPnt': 1214, 'fallingPnt': 1347, 'widthPnts': 133, 'widthMs': 549.0772000000001}, {'halfHeight': 80, 'risingPnt': 1221, 'fallingPnt': 1311, 'widthPnts': 90, 'widthMs': 371.55600000000004}, {'halfHeight': 90, 'risingPnt': 1225, 'fallingPnt': 1291, 'widthPnts': 66, 'widthMs': 272.4744}]",858.7072000000001,743.1120000000001,549.0772000000001,371.55600000000004,272.4744,jan-12-2022,9
